1, plains, minecraft:plains, MONSTER, minecraft:spider, 30, 4, 4
330, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 10, 4, 4
331, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 10, 4, 4
332, forest, minecraft:dark_forest, CREATURE, biomemakeover:owl, 20, 1, 4
333, forest, minecraft:dark_forest, CREATURE, biomemakeover:rootling, 30, 2, 6
334, forest, minecraft:dark_forest, CREATURE, minecraft:fox, 4, 2, 2
335, forest, minecraft:dark_forest, CREATURE, minecraft:rabbit, 4, 2, 3
336, forest, minecraft:dark_forest, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
337, forest, minecraft:dark_forest, CREATURE, environmental:deer, 16, 4, 4
338, forest, minecraft:dark_forest, CREATURE, cnb:sporeling, 30, 3, 5
339, forest, minecraft:dark_forest, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
340, forest, minecraft:dark_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
341, forest, minecraft:dark_forest, CREATURE, crittersandcompanions:ferret, 3, 2, 3
342, forest, minecraft:dark_forest, CREATURE, hexerei:crow, 20, 2, 5
343, forest, minecraft:dark_forest, CREATURE, ars_nouveau:drygmy, 3, 1, 2
344, forest, minecraft:dark_forest, CREATURE, finsandtails:flatback_leaf_snail, 3, 1, 2
345, forest, minecraft:dark_forest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
346, forest, minecraft:dark_forest, CREATURE, meadow:cookie_cow, 5, 1, 3
347, forest, minecraft:dark_forest, CREATURE, meadow:brown_bear, 5, 1, 3
348, forest, minecraft:dark_forest, CREATURE, meadow:dark_cow, 5, 1, 3
349, forest, minecraft:dark_forest, CREATURE, meadow:inky_sheep, 5, 1, 3
350, forest, minecraft:dark_forest, CREATURE, mythicmounts:moth, 20, 1, 2
351, forest, minecraft:dark_forest, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 1
352, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
353, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
354, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 5, 1, 1
355, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:bluegill, 5, 1, 3
356, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:carp, 5, 1, 2
357, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
358, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:minnow, 5, 1, 6
359, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:perch, 5, 1, 4
360, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 30, 4, 4
361, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 30, 4, 4
362, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
363, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 30, 4, 4
364, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 30, 4, 4
365, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 30, 4, 4
366, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
367, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
368, forest, minecraft:old_growth_birch_forest, MONSTER, quark:toretoise, 30, 2, 4
369, forest, minecraft:old_growth_birch_forest, MONSTER, quark:stoneling, 30, 1, 1
370, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 10, 4, 4
371, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
372, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
373, forest, minecraft:old_growth_birch_forest, CREATURE, environmental:deer, 16, 4, 4
374, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
375, forest, minecraft:old_growth_birch_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
376, forest, minecraft:old_growth_birch_forest, CREATURE, crittersandcompanions:ferret, 3, 2, 3
377, forest, minecraft:old_growth_birch_forest, CREATURE, hexerei:crow, 20, 2, 5
378, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:drygmy, 3, 1, 2
379, forest, minecraft:old_growth_birch_forest, CREATURE, finsandtails:flatback_leaf_snail, 3, 1, 2
380, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
381, forest, minecraft:old_growth_birch_forest, CREATURE, meadow:brown_bear, 5, 1, 3
382, forest, minecraft:old_growth_birch_forest, CREATURE, meadow:dark_cow, 5, 1, 3
383, forest, minecraft:old_growth_birch_forest, CREATURE, meadow:inky_sheep, 5, 1, 3
384, forest, minecraft:old_growth_birch_forest, CREATURE, crittersandcompanions:jumping_spider, 20, 1, 1
385, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
386, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
387, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 5, 1, 1
388, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:bluegill, 5, 1, 3
389, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:carp, 5, 1, 2
390, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
391, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:minnow, 5, 1, 6
392, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:perch, 5, 1, 4
393, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 30, 4, 4
394, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 30, 4, 4
395, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
396, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 30, 4, 4
397, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 30, 4, 4
398, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 5, 1, 4
399, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
400, taiga, minecraft:old_growth_pine_taiga, MONSTER, creeperoverhaul:spruce_creeper, 30, 2, 2
401, taiga, minecraft:old_growth_pine_taiga, MONSTER, quark:toretoise, 30, 2, 4
402, taiga, minecraft:old_growth_pine_taiga, MONSTER, quark:stoneling, 30, 1, 1
403, taiga, minecraft:old_growth_pine_taiga, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
404, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 8, 4, 4
405, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 4, 2, 3
406, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 8, 2, 4
407, taiga, minecraft:old_growth_pine_taiga, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
408, taiga, minecraft:old_growth_pine_taiga, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
409, taiga, minecraft:old_growth_pine_taiga, CREATURE, ars_nouveau:drygmy, 3, 1, 2
410, taiga, minecraft:old_growth_pine_taiga, CREATURE, finsandtails:wherble, 10, 2, 6
411, taiga, minecraft:old_growth_pine_taiga, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
412, taiga, minecraft:old_growth_pine_taiga, CREATURE, mythicmounts:direwolf, 20, 2, 4
413, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
414, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
415, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 30, 4, 4
416, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 30, 4, 4
417, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
418, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 30, 4, 4
419, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 30, 4, 4
420, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 5, 1, 4
421, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
422, taiga, minecraft:old_growth_spruce_taiga, MONSTER, creeperoverhaul:spruce_creeper, 30, 2, 2
423, taiga, minecraft:old_growth_spruce_taiga, MONSTER, quark:toretoise, 30, 2, 4
424, taiga, minecraft:old_growth_spruce_taiga, MONSTER, quark:stoneling, 30, 1, 1
425, taiga, minecraft:old_growth_spruce_taiga, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
426, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 8, 4, 4
427, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 4, 2, 3
428, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 8, 2, 4
429, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
430, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
431, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ars_nouveau:drygmy, 3, 1, 2
432, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
433, taiga, minecraft:old_growth_spruce_taiga, CREATURE, mythicmounts:direwolf, 20, 2, 4
434, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
435, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
436, taiga, minecraft:taiga, MONSTER, minecraft:spider, 30, 4, 4
437, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 30, 4, 4
438, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
439, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 30, 4, 4
440, taiga, minecraft:taiga, MONSTER, minecraft:slime, 30, 4, 4
441, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 5, 1, 4
442, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
443, taiga, minecraft:taiga, MONSTER, creeperoverhaul:spruce_creeper, 30, 2, 2
444, taiga, minecraft:taiga, MONSTER, quark:toretoise, 30, 2, 4
445, taiga, minecraft:taiga, MONSTER, quark:stoneling, 30, 1, 1
446, taiga, minecraft:taiga, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
447, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 8, 4, 4
448, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 4, 2, 3
449, taiga, minecraft:taiga, CREATURE, minecraft:fox, 8, 2, 4
450, taiga, minecraft:taiga, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
451, taiga, minecraft:taiga, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
452, taiga, minecraft:taiga, CREATURE, ars_nouveau:drygmy, 3, 1, 2
453, taiga, minecraft:taiga, CREATURE, finsandtails:wherble, 10, 2, 6
454, taiga, minecraft:taiga, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
455, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
456, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
457, taiga, minecraft:snowy_taiga, MONSTER, minecraft:spider, 30, 4, 4
458, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 30, 4, 4
459, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
460, taiga, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 30, 4, 4
461, taiga, minecraft:snowy_taiga, MONSTER, minecraft:slime, 30, 4, 4
462, taiga, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 5, 1, 4
463, taiga, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
464, taiga, minecraft:snowy_taiga, MONSTER, creeperoverhaul:spruce_creeper, 30, 2, 2
465, taiga, minecraft:snowy_taiga, MONSTER, quark:toretoise, 30, 2, 4
466, taiga, minecraft:snowy_taiga, MONSTER, quark:stoneling, 30, 1, 1
467, taiga, minecraft:snowy_taiga, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
468, taiga, minecraft:snowy_taiga, MONSTER, creeperoverhaul:snowy_creeper, 30, 2, 2
469, taiga, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 8, 4, 4
470, taiga, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 4, 2, 3
471, taiga, minecraft:snowy_taiga, CREATURE, minecraft:fox, 8, 2, 4
472, taiga, minecraft:snowy_taiga, CREATURE, cnb:yeti, 1, 2, 3
473, taiga, minecraft:snowy_taiga, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
474, taiga, minecraft:snowy_taiga, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
475, taiga, minecraft:snowy_taiga, CREATURE, ars_nouveau:drygmy, 3, 1, 2
476, taiga, minecraft:snowy_taiga, CREATURE, finsandtails:wherble, 10, 2, 6
477, taiga, minecraft:snowy_taiga, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
478, taiga, minecraft:snowy_taiga, CREATURE, mythicmounts:acencia, 15, 2, 3
479, taiga, minecraft:snowy_taiga, CREATURE, crittersandcompanions:shima_enaga, 20, 1, 2
480, taiga, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
481, taiga, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
482, savanna, minecraft:savanna, MONSTER, minecraft:spider, 30, 4, 4
483, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 30, 4, 4
484, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
485, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 30, 4, 4
486, savanna, minecraft:savanna, MONSTER, minecraft:slime, 30, 4, 4
487, savanna, minecraft:savanna, MONSTER, minecraft:enderman, 5, 1, 4
488, savanna, minecraft:savanna, MONSTER, minecraft:witch, 5, 1, 1
489, savanna, minecraft:savanna, MONSTER, creeperoverhaul:savannah_creeper, 30, 2, 2
490, savanna, minecraft:savanna, MONSTER, quark:toretoise, 30, 2, 4
491, savanna, minecraft:savanna, MONSTER, quark:stoneling, 30, 1, 1
492, savanna, minecraft:savanna, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
493, savanna, minecraft:savanna, CREATURE, minecraft:horse, 1, 2, 6
494, savanna, minecraft:savanna, CREATURE, minecraft:donkey, 1, 1, 1
495, savanna, minecraft:savanna, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
496, savanna, minecraft:savanna, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
497, savanna, minecraft:savanna, CREATURE, ars_nouveau:drygmy, 3, 1, 2
498, savanna, minecraft:savanna, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
499, savanna, minecraft:savanna, CREATURE, environmental:tapir, 5, 1, 2
500, savanna, minecraft:savanna, CREATURE, meadow:sunset_cow, 5, 1, 3
501, savanna, minecraft:savanna, AMBIENT, minecraft:bat, 10, 8, 8
502, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
503, savanna, minecraft:savanna_plateau, MONSTER, minecraft:spider, 30, 4, 4
504, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 30, 4, 4
505, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 5, 1, 1
506, savanna, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 30, 4, 4
507, savanna, minecraft:savanna_plateau, MONSTER, minecraft:slime, 30, 4, 4
508, savanna, minecraft:savanna_plateau, MONSTER, minecraft:enderman, 5, 1, 4
509, savanna, minecraft:savanna_plateau, MONSTER, minecraft:witch, 5, 1, 1
510, savanna, minecraft:savanna_plateau, MONSTER, creeperoverhaul:savannah_creeper, 30, 2, 2
511, savanna, minecraft:savanna_plateau, MONSTER, quark:toretoise, 30, 2, 4
512, savanna, minecraft:savanna_plateau, MONSTER, quark:stoneling, 30, 1, 1
513, savanna, minecraft:savanna_plateau, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
514, savanna, minecraft:savanna_plateau, CREATURE, minecraft:horse, 1, 2, 6
515, savanna, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 1, 1, 1
516, savanna, minecraft:savanna_plateau, CREATURE, minecraft:llama, 8, 4, 4
517, savanna, minecraft:savanna_plateau, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
518, savanna, minecraft:savanna_plateau, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
519, savanna, minecraft:savanna_plateau, CREATURE, ars_nouveau:drygmy, 3, 1, 2
520, savanna, minecraft:savanna_plateau, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
521, savanna, minecraft:savanna_plateau, CREATURE, meadow:sunset_cow, 5, 1, 3
522, savanna, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
523, savanna, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
524, none, minecraft:windswept_hills, MONSTER, minecraft:spider, 30, 4, 4
525, none, minecraft:windswept_hills, MONSTER, minecraft:zombie, 30, 4, 4
526, none, minecraft:windswept_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
527, none, minecraft:windswept_hills, MONSTER, minecraft:skeleton, 30, 4, 4
528, none, minecraft:windswept_hills, MONSTER, minecraft:slime, 30, 4, 4
529, none, minecraft:windswept_hills, MONSTER, minecraft:enderman, 5, 1, 4
530, none, minecraft:windswept_hills, MONSTER, minecraft:witch, 5, 1, 1
531, none, minecraft:windswept_hills, MONSTER, quark:toretoise, 30, 2, 4
532, none, minecraft:windswept_hills, MONSTER, quark:stoneling, 30, 1, 1
533, none, minecraft:windswept_hills, MONSTER, creeperoverhaul:hills_creeper, 30, 2, 2
534, none, minecraft:windswept_hills, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
535, none, minecraft:windswept_hills, CREATURE, minecraft:llama, 5, 4, 6
536, none, minecraft:windswept_hills, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
537, none, minecraft:windswept_hills, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
538, none, minecraft:windswept_hills, CREATURE, ars_nouveau:drygmy, 3, 1, 2
539, none, minecraft:windswept_hills, CREATURE, finsandtails:siderol_whiskered_snail, 20, 1, 2
540, none, minecraft:windswept_hills, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
541, none, minecraft:windswept_hills, CREATURE, environmental:yak, 8, 2, 4
542, none, minecraft:windswept_hills, CREATURE, meadow:highland_cattle, 5, 1, 3
543, none, minecraft:windswept_hills, CREATURE, meadow:horned_sheep, 5, 1, 3
544, none, minecraft:windswept_hills, CREATURE, mythicmounts:griffon, 10, 1, 1
545, none, minecraft:windswept_hills, AMBIENT, minecraft:bat, 10, 8, 8
546, none, minecraft:windswept_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
547, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:spider, 30, 4, 4
548, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie, 30, 4, 4
549, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
550, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:skeleton, 30, 4, 4
551, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:slime, 30, 4, 4
552, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:enderman, 5, 1, 4
553, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:witch, 5, 1, 1
554, none, minecraft:windswept_gravelly_hills, MONSTER, quark:toretoise, 30, 2, 4
555, none, minecraft:windswept_gravelly_hills, MONSTER, quark:stoneling, 30, 1, 1
556, none, minecraft:windswept_gravelly_hills, MONSTER, creeperoverhaul:hills_creeper, 30, 2, 2
557, none, minecraft:windswept_gravelly_hills, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
558, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:llama, 5, 4, 6
559, none, minecraft:windswept_gravelly_hills, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
560, none, minecraft:windswept_gravelly_hills, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
561, none, minecraft:windswept_gravelly_hills, CREATURE, ars_nouveau:drygmy, 3, 1, 2
562, none, minecraft:windswept_gravelly_hills, CREATURE, finsandtails:siderol_whiskered_snail, 10, 1, 2
563, none, minecraft:windswept_gravelly_hills, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
564, none, minecraft:windswept_gravelly_hills, CREATURE, environmental:yak, 8, 2, 4
565, none, minecraft:windswept_gravelly_hills, CREATURE, meadow:rocky_sheep, 5, 1, 3
566, none, minecraft:windswept_gravelly_hills, CREATURE, meadow:highland_cattle, 5, 1, 3
567, none, minecraft:windswept_gravelly_hills, CREATURE, meadow:horned_sheep, 5, 1, 3
568, none, minecraft:windswept_gravelly_hills, CREATURE, mythicmounts:griffon, 10, 1, 1
569, none, minecraft:windswept_gravelly_hills, AMBIENT, minecraft:bat, 10, 8, 8
570, none, minecraft:windswept_gravelly_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
571, none, minecraft:windswept_forest, MONSTER, minecraft:spider, 30, 4, 4
572, none, minecraft:windswept_forest, MONSTER, minecraft:zombie, 30, 4, 4
573, none, minecraft:windswept_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
574, none, minecraft:windswept_forest, MONSTER, minecraft:skeleton, 30, 4, 4
575, none, minecraft:windswept_forest, MONSTER, minecraft:slime, 30, 4, 4
576, none, minecraft:windswept_forest, MONSTER, minecraft:enderman, 5, 1, 4
577, none, minecraft:windswept_forest, MONSTER, minecraft:witch, 5, 1, 1
578, none, minecraft:windswept_forest, MONSTER, quark:toretoise, 30, 2, 4
579, none, minecraft:windswept_forest, MONSTER, quark:stoneling, 30, 1, 1
580, none, minecraft:windswept_forest, MONSTER, creeperoverhaul:hills_creeper, 30, 2, 2
581, none, minecraft:windswept_forest, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
582, none, minecraft:windswept_forest, CREATURE, minecraft:llama, 5, 4, 6
583, none, minecraft:windswept_forest, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
584, none, minecraft:windswept_forest, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
585, none, minecraft:windswept_forest, CREATURE, ars_nouveau:drygmy, 3, 1, 2
